"ブランドID","ブランド名","制限"
"16122","schwarzkopf(シュワルツコフ)",""
"16123","SCALETTO(スカーレット)",""
"16124","Van Palma(ヴァンパルマ)",""
"16125","MYLLE(マイル)",""
"16126","FROG SKATEBOARDS(フロッグスケートボーダーズ)",""
"16127","notabag(ノットアバッグ)",""
"16128","Wave Shine(ウェーブシャイン)",""
"16129","2nd universe(ツーアンドユニバース)",""
"16130","Fredericia(フレデリシア)",""
"16131","sophy sophy(ソフィーソフィー)",""
"16132","dogado(ドガド)",""
"16133","SUMMER CLASSICS(サマークラシックス)",""
"16134","MISOPE(ミソペ)",""
"16135","BLACKMONSTER(ブラックモンスター)",""
"16136","VERBENAS(ベルベナス)",""
"16137","Knickerbocker(ニッカーボッカー)",""
"16138","NeedsThePet(ニーズザーペット)",""
"16139","IACUCCI(イアクッチ)",""
"16140","Aphrose(アフローズ)",""
"16141","pool buoy(プールブイ)",""
"16142","Opale Bijoux(オパールビジュー)",""
"16143","ETAH LOVE(エタラブ)",""
"16144","Rag & Paw(ラグアンドパウ)",""
"16145","avec new york(アベックニューヨーク)",""
"16146","BRING GREEN(ブリングリーン)",""
"16147","TAW&TOE(トーアンドトー)",""
"16148","Brooke Callahan(ブルック カラハン)",""
"16149","TEAYOU(ティーユー)",""
"16150","OUI(ウィ)",""
"16151","MINNIDIP(ミニディップ)",""
"16152","Cassina(カッシーナ)",""
"16153","The Posh Tech(ザポシュテック)",""
"16154","Zeus+Dione(ゼウスアンドディオーネ)",""
"16155","Peak Performance(ピークパフォーマンス)",""
"16156","Pullip(プーリップ)",""
"16157","Aesthetic Wolf(エステティックウルフ)",""
"16158","Lutz Morris(ルッツモリス)",""
"16159","Saint Fatale(セイントファタール)",""
"16160","PEMECCUBY(ペメッカビー)",""
"16161","Bachca(バシュカ)",""
"16162","READYMADE(レディメイド)",""
"16163","Sugarloaf Social Club(シュガーローフソーシャルクラブ)",""
"16164","Eastside Golf(イーストサイドゴルフ)",""
"16165","KITCHEN MALLING(キッチンモーリング)",""
"16166","Cole & Mason(コールアンドメイソン)",""
"16167","iloom(イルーム)",""
"16168","midmaly(ミッドマリー)",""
"16169","EyEnvy(アイエンビー)",""
"16170","BGL(ビージーエル)",""
"16171","Bell Tent Boutique(ベルテントブティック)",""
"16172","AUM(アウム)",""
"16173","NONEBYNONE(ナンバイナン)",""
"16174","TILLY SVEAAS(ティリースビアス)",""
"16175","KOLPING(コルピング)",""
"16176","Merlot(メルロ)",""
"16177","Vanessa Mitrani(ヴァネッサミトラーニ)",""
"16178","ablue(エイブル)",""
"16179","JOY YOU(ジョイユー)",""
"16180","keur paris(キュア パリ)",""
"16181","SOMETHINC(サムシンク)",""
"16182","DOROTHEE SCHUMACHER(ドロシーシューマッハ)",""
"16183","Helle Mardahl Studio(ヘルマーダルスタジオ)",""
"16184","Arcadia(アルカディア)",""
"16185","FARM Rio(ファームリオ)",""
"16186","kingsleywalters(キングスレーウォルターズ)",""
"16187","Karaca Home(カラジャホーム)",""
"16188","Aeiou(アエイオウ)",""
"16189","AVECTHING(アベクティング)",""
"16190","Fotl(フォトゥル)",""
"16191","Emmy London(エミーロンドン)",""
"16192","PatBO(パットボー)",""
"16193","Leslie Amon(レスリーアモン)",""
"16194","Isa Boulder(イサボールダー)",""
"16195","blush.(ブラッシュ)",""
"16196","BIG HUG CLUB(ビッグハグクラブ)",""
"16197","BLACKPURPLE(ブラックパープル)",""
"16198","etta loves(エッタラブ)",""
"16199","Buddha to Buddha(ブッダトゥブッダ)",""
"16200","PARKS PROJECT(パークスプロジェクト)",""
"16201","511 Tactical(511タクティカル)",""
"16202","FAR FROM WHAT(ファーフロムワット)",""
"16203","PVCS(ピーブイシーエス)",""
"16204","alpos(アルポス)",""
"16205","WRISTPOP(リストポップ)",""
"16206","sangsanghoo(サンサンフ)",""
"16207","yatas bedding(ヤタシュベッドィング)",""
"16208","VIVAIA(ビバイア)",""
"16209","LEOREVER(リオレヴィー)",""
"16210","Cuticula(キュティクラ)",""
"16211","Le Sonnet(ル ソンネット)",""
"16212","Escents(エッセンツ)",""
"16213","Labrador(ラブラドール)",""
"16214","Oak Studios(オークステュディオス)",""
"16215","SPATZ(スパッツ)",""
"16216","DOMETIC(ドメティック)",""
"16217","ZASSENHAUS(ザッセンハウス)",""
"16218","AVENUE 67(アヴェニューセッサンタセッテ)",""
"16219","Kia-Charlotta(キアシャルロッタ)",""
"16220","ideecompany(イデーカンパニー)",""
"16221","same.d(セイムディ)",""
"16222","BLANC NOUVEAU(ブランヌーボー)",""
"16223","BLISSDECO(ブリスデコ)",""
"16224","DOMUS(ドムス)",""
"16225","HIT FURNITURE(ヒットファニチャー)",""
"16226","EMIS(イミス)",""
"16227","WILD BRICKS(ワイルドブリックス)",""
"16228","LocknLock(ロックアンドロック)",""
"16229","FIX NOTHING(フィックスナッシング)",""
"16230","farmstay(ファームステイ)",""
"16231","olgaberg(オルガバーグ)",""
"16232","Bisous Skateboards(ビズー スケートボード)",""
"16233","Fruta(プルタ)",""
"16234","SEMICODE(セミコード)",""
"16235","Sea Level Swim Australia(シーレベル スイム オーストラリア)",""
"16236","Sefr(セファ)",""
"16237","Hofmann Copenhagen(ホフマンコペンハーゲン)",""
"16238","FARA BOUTIQUE(ファラブティック)",""
"16239","HEBE Batik(ヘベバティック)",""
"16240","2NDDAY(セカンドデイ)",""
"16241","BYHANS(バイハンス)",""
"16242","eubi(ユービ)",""
"16243","MARCATORY(マークエイトリー)",""
"16244","SOCIETE NOIR(ソシエティーノア)",""
"16245","KREDO(クレド)",""
"16246","Carmo Moda Praia(カルモモーダプライア)",""
"16247","MyDailyCollection(マイデイリーコレクション)",""
"16248","4OIN(フォーウル)",""
"16249","Dadati(ダダティ)",""
"16250","PEAK(ピーク)",""
"16251","Xtep(トッブ)",""
"16252","361(スリーシックスティワン)",""
"16253","Fedeli(フェデリ)",""
"16254","ALEMAIS(アレメ)",""
"16255","BYBORRE(バイボレ)",""
"16256","COLONY CLOTHING(コロニークロージング)",""
"16257","HESTRA(ヘストラ)",""
"16258","CALA de la CRUZ(カラデラクルス)",""
"16259","lescarf(レスカーフ)",""
"16260","MELISSA KAYE(メリッサケイ)",""
"16261","Saul Nash(サウルナッシュ)",""
"16262","FERNANDO JORGE(フェルナンドジョルジ)",""
"16263","Enza Costa(エンザコスタ)",""
"16264","Arnar Mar Jonsson(アルナルマールヨンソン)",""
"16265","else(エルス)",""
"16266","TWENTYONEAUGUST(トゥエンティワンオーガスト)",""
"16267","MERIT(メリット)",""
"16268","casamia(カサミア)",""
"16269","CARL KAPP(カールキャップ)",""
"16270","NANASALON(ナナサロン)",""
"16271","nissue(ニッス)",""
"16272","August(オーガスト)",""
"16273","The Honey Pot Company(ザハニーポットカンパニー)",""
"16274","FLAVORISM(フレーバリズム)",""
"16275","drogheria Crivellini(ドロゲリア・クリベリーニ)",""
"16276","voken(ボケン)",""
"16277","LA MUSA(ラミューザ)",""
"16278","Bububee(ブブビー)",""
"16279","Dabuwawa(ダブワワ)",""
"16280","schmidt's(シュミッツ)",""
"16281","JINSIM DESIGN(ジンシムデザイン)",""
"16282","PEARLSONATE(パールソネイト)",""
"16283","EASTINDIGO(イースティンディゴ)",""
"16284","Via Nova(ヴィアノヴァ)",""
"16285","ANABELA CHAN(アナベラ チャン)",""
"16286","B SIDES(ビーサイズ)",""
"16287","OLIVE DES OLIVE(オリーブデオリーブ)",""
"16288","RDVZ(アールディーブイゼット)",""
"16289","BenjaminBarker(ベンジャミンベーカー)",""
"16290","Bungalow Living Bali(バンガローリビングバリ)",""
"16291","Schnaydermans(シュナイダーマンズ)",""
"16292","MCLANEE(マクラニ)",""
"16293","HUMBLEBRAG(ハンブルブレグ)",""
"16294","Antonio Maurizi(アントニオマウリッツ)",""
"16295","Montana Furniture(モンタナファニュチャー)",""
"16296","AIRINUM(エリナム)",""
"16297","OTHER worldly(アザーワールドリー)",""
"16298","La Milanesa(ラミラネサ)",""
"16299","UNIIS DESIGN(ユニスデザイン)",""
"16300","HAUS OF HONEY(ハウスオブハニー)",""
"16301","Marrakshi Life(マラケシュライフ)",""
"16302","HAKEA(ハケア)",""
"16303","AECA WHITE(エイカホワイト)",""
"16304","We Are Feel Good Inc.(ウィーアーフィールグッドインク)",""
"16305","ASTAR HADES(アスターハデス)",""
"16306","ReinSein(レインセイン)",""
"16307","eilersen(アイラーセン)",""
"16308","Jonathan Louis(ジョナサンルイス)",""
"16309","DDOANG(ドアン)",""
"16310","EzyDog(イージードッグ)",""
"16311","SLUMBERJACK(スランバージャック)",""
"16312","SWIM ESSENTIALS(スイムエッセンシャルズ)",""
"16313","CENTAUR.KR(セントール)",""
"16314","CAL lighting(キャルライティング)",""
"16315","porada(ポラダ)",""
"16316","ccnmade(チェチャンナムメイド)",""
"16318","Lightspeed Outdoors(ライトスピードアウトドアーズ)",""
"16319","The Stronghold(ストロングホールド)",""
"16320","daughter(ドーター)",""
"16321","UNDERCONTROL(アンダーコントロール)",""
"16322","HERMINA ATHENS(ヘルミーナアセン)",""
"16323","REESE COOPER(リースクーパー)",""
"16324","GRIMPER(グリンパー)",""
"16325","Trapstar London(トラップスターロンドン)",""
"16326","SOLANGE(ソランジュ)",""
"16327","Sienne(シエンヌ)",""
"16328","604service(604サービス)",""
"16329","ochirly(オーチェリー)",""
"16330","3.another(スリーアナザー)",""
"16331","DEEPBROW(ディープブロウ)",""
"16332","TOO DESIGNS(トゥーデザインズ)",""
"16333","bjewel(ビジュエル)",""
"16334","apple pie order(アップルパイオーダー)",""
"16335","Pocket Songbird Jewelry(ポケットソングバードジュエリー)",""
"16336","Pizza Skateboards(ピザスケートボード)",""
"16337","WECK(ウェック)",""
"16338","Vatka(ヴァトカ)",""
"16339","Garnier(ガルニエ)",""
"16340","Etat Libre d'Orange(エタリーブルドオランジェ)",""
"16341","PRIMAUTER(プリモテール)",""
"16342","YUYU Active(ユーユ アクティブ)",""
"16343","IRIS BOUTIQUE(アイリスブティック)",""
"16344","SOSU(ソースー)",""
"16345","SAVETTE(サベッテ)",""
"16346","The Sparkling Wave(ザスパークリングウェーブ)",""
"16347","demar3(ディマル3)",""
"16348","Belldini(ベルディーニ)",""
"16349","ROVUX(ロブックス)",""
"16350","GRACE GIFT(グレイスギフト)",""
"16351","BLUE ELEPHANT(ブルーエレファント)",""
"16352","TAIWANIZE(タイワナイズ)",""
"16353","SHOPPERLAND(ショッパーランド)",""
"16354","OLIVIERO CONTINI(オリビエロコンティニ)",""
"16355","Sealy(シーリー)",""
"16356","SIMMONS(シモンズ)",""
"16357","TEMPUR(テンピュール)",""
"16358","STEARNS & FOSTER(スターンズアンドフォスター)",""
"16359","KINGSDOWN(キングスダウン)",""
"16360","purple(パープル)",""
"16361","TUFT & NEEDLE(タフトアンドニードル)",""
"16362","Allswell(オールズウェル)",""
"16363","ZAKKIA(ザッキア)",""
"16364","Silk Maison(シルクメゾン)",""
"16365","slowless(スローレス)",""
"16366","PLZPROJECT(プリーズプロジェクト)",""
"16367","Josiane Laure(ジョジアンヌロール)",""
"16368","s/e/o(エスイーオー)",""
"16369","REMAIN(リメイン)",""
"16370","FreshO2(フレッシュオーツー)",""
"16371","Isabella 1985(イサベッラ1985)",""
"16372","Ibiza Trendy(イビサトレンディ)",""
"16373","MARTA(マルタ)",""
"16374","DONCARE(ドンケア)",""
"16375","A FEW GOOD KIDS(アフューグッドキッズ)",""
"16376","deco-line(デコライン)",""
"16377","POSTER PEOPLE(ポスターピープル)",""
"16378","Liberal Youth Ministry(リベラルユースミニストリー)",""
"16379","Lavanya The Label(ラヴァーニャザレーベル)",""
"16380","DIAGONAL(ダイアゴナル)",""
"16381","love someone(ラブ サムワン)",""
"16382","HASELMODE(ヘーゼルモード)",""
"16383","mnem(ムネム)","有り"
"16384","Lossy Row(ロッシーロー)",""
"16385","Foli(フォリ)",""
"16386","SKIN REPUBLIC(スキンリパブリック)",""
"16387","EPONYM(エポニム)",""
"16388","BEVY C.(ベヴィシー)",""
"16389","ffroi(フロイ)",""
"16390","Solone(ソローン)",""
"16391","Dermaheal(ダーマヒール)",""
"16392","LAUGAHEY(ラオガヘイ)",""
"16393","CODE 22(コード22)",""
"16394","watercult(ウォーターカルト)",""
"16395","TCN(ティーシーエヌ)",""
"16396","Grace Loves Lace(グレースラブズレース)",""
"16397","House of St. Patrick(ハウスオブセイントパトリック)",""
"16398","BEMBIEN(ベムビアン)",""
"16399","NATHALIE SCHRECKENBERG(ナタリーシュレッケンバーグ)",""
"16400","BALI WERKSTATTE(バリワークステート)",""
"16401","White One(ホワイトワン)",""
"16402","ELISABETH STRAY PEDERSEN(エリザベスストレーペンダーソン)",""
"16403","Dermaroller(ダーマローラー)",""
"16404","BENITO(ベニト)",""
"16405","UNT(ユーエヌティー)",""
"16406","VERAFIED(ベラファイド)",""
"16407","Fillmed(フィルメッド)",""
"16408","CIVIDINI(チヴィディーニ)",""
"16409","E.L.V. Denim(イーエルヴィー デニム)",""
"16410","IBSA(イブサ)",""
"16411","KIND BAG(カインドバッグ)",""
"16412","Lattelier(ラテリエ)",""
"16413","WiQo(ワイコ)",""
"16414","threetimes(スリータイムズ)",""
"16415","ilk(イルク)",""
"16416","TOVE Studio(トーベスタジオ)",""
"16417","amour singulier(アムールサンギュリエ)",""
"16418","Contour Studio(コントール ストゥディオズ)",""
"16419","SCOOT&RIDE(スクートアンドライド)",""
"16420","DAY ET(デイイット)",""
"16421","ANDREW GN(アンドリューゲン)",""
"16422","HC STORE(エイチシーストア)",""
"16423","NONCODE(ノンコード)","有り"
"16424","Lesca Lunetier(レスカルネティエ)",""
"16425","Mamanaube(ママンオーブ)",""
"16426","HYPLAND(ハイプランド)",""
"16427","DARLLYSHOP(ダリ―ショップ)",""
"16428","LEJE(リジェ)",""
"16429","L'ALINGI(ラリンギ)",""
"16430","MYBOO(マイブー)",""
"16431","FAZEEK(ファジーク)",""
"16432","HDS(ハイデフィニションソウル)",""
"16433","PAIRING(ペアリング)",""
"16434","SUDB(エスユーディービー)",""
"16435","FM91.02(エフエム91.02)",""
"16436","WITHPIED(ウィズパイド)",""
"16437","GODASHIN(ゴダシン)",""
"16438","GRAYNOISE(グレーノイズ)",""
"16439","HUPOT(ヒューパット)",""
"16440","INPREP(インプレップ)",""
"16441","BANGERS(バンアース)",""
"16442","LOUNGE APT(ラウンジエーピーティー)",""
"16443","NINE ELEVEN(ナインイレブン)",""
"16444","SSERPE(セルペ)",""
"16445","COUNSELFIT(カウンセルフィット)",""
"16446","DEARMINE(ディアマイン)","有り"
"16447","YAC STUDIO(ヤックスタジオ)",""
"16448","BIRTHDAYSUIT(バースデースーツ)",""
"16449","SSRL(エスエスアールエル)",""
"16450","WEMEWE(ウィーミーウィー)",""
"16451","GODSPEED NEW YORK(ゴッドスピードニューヨーク)",""
"16452","BONCOEURS(ボンクール)",""
"16453","SEONEEDCLUB(セオニードクラブ)",""
"16454","MANOMOS(マノモス)",""
"16455","APC All Purpose Creams(オールパーパスクリームズ)",""
"16456","ZO SKIN HEALTH(ゼオスキンヘルス)",""
"16457","Coney Island Picnic(コニーアイランドピクニック)",""
"16458","SUJIPMIHAK(スジプミハク)",""
"16459","KSENIASCHNAIDER(クセニアシュナイダー)",""
"16460","CRISTEL(クリステル)",""
"16461","chiot(シオト)",""
"16462","MOO + TWIG(ムーアンドツウィグ)",""
"16463","Bonnie & Baxter(ボニーアンドバクスター)",""
"16464","La Faute a Voltaire(ラフォートアボルテール)",""
"16466","Typology(ティポロジー)",""
"16467","AMARA(アマラ)",""
"16468","Elizabeth Scarlett(エリザベススカーレット)",""
"16469","LISA CORTI(リサコルティ)",""
"16470","Ariana Ost(アリアナオスト)",""
"16471","REED FAMILY LINEN(リードファミリーリネン)",""
"16472","Chhatwal&Jonsson(チャットワルアンドヨンソン)",""
